¥i§ë¸ê,¤½¥q¥N½X,¶}½L»ù,³Ì°ª»ù,³Ì§C»ù,¦¬½L»ù,º¦¶^,¥»¯q¤ñ,¦¨¥æ¶q,¦P·~¥­§¡¥»¯q¤ñ,´Þ§Q²v,Á`¥«­È,¤µ¦~¥H¨Ó,¨CªÑ²b­È(¤¸),¨©¥L­È,¨C¤HÀç¦¬(¥a¤¸),¼Ð·Ç®t,¨CªÑÀç¦¬(¤¸),­t¶Å¤ñ¨Ò,ªÑ»ù²b­È¤ñ,"ªÑ¥»(»õ, ¥x¹ô)",Àç·~¤ò§Q²v,²{ª÷ªÑ§Q(¤¸),Àç·~§Q¯q²v,µ|«e²b§Q²v,¸ê²£³ø¹S²v,ªÑªFÅv¯q³ø¹S²v
§_,2344,13.45,13.55,13.25,13.4,-0.05,11.49,16620,53.15,7.46,53332,-39.59,16.02,0.54,3205,2.74,3.44,34.02,0.84,398.0,38.37,1.0,16.17,17.68,3.09,4.47
§_,4532,23.5,23.6,23.35,23.55,0.0,35.97,284,15.82,7.45,11917,-13.0,15.82,1.02,702,1.07,8.47,64.58,1.49,50.6,15.64,1.75467387,6.34,4.84,0.9,2.13
§_,1582,65.9,67.4,65.6,67.2,1.3,9.03,287,14.82,7.44,8314,-9.35,42.85,0.39,0,0.99,19.58,38.53,1.57,12.37,24.29,5.0,14.71,18.08,3.13,5.07
§_,2348,50.0,51.0,48.4,48.4,-1.45,11.52,866,30.44,7.44,4143,97.07,15.88,0.54,0,3.69,4.07,32.57,3.05,8.56,64.94,3.6,44.09,43.27,7.35,11.46
§_,9933,44.05,44.05,43.45,43.45,-0.55,0.0,915,30.44,7.44,33164,2.91,22.33,0.0,2308,0.93,21.13,69.2,1.95,76.33,8.17,3.23370427,5.62,5.89,1.19,3.68
§_,3006,30.1,30.3,29.9,30.15,0.1,18.12,454,53.15,7.43,8616,-25.22,26.9,0.8,7167,2.1,11.55,32.79,1.12,28.58,18.43,2.24121454,8.54,8.48,2.12,3.17
§_,2483,17.5,17.6,17.4,17.55,0.05,13.53,82,14.82,7.41,1941,-23.83,21.41,0.66,516,1.3,4.91,35.77,0.82,11.06,22.57,1.3,4.48,12.66,1.76,2.8
§_,2228,72.3,72.3,70.7,71.0,-1.1,10.9,190,15.82,7.38,5380,-36.11,47.96,0.51,526,1.94,14.45,27.92,1.48,7.58,26.26,5.24,12.99,19.44,3.04,4.21
§_,2414,19.0,19.0,18.85,19.0,-0.1,12.38,62,11.42,7.37,3073,3.6,15.8,0.6,6626,0.76,27.7,51.47,1.2,16.17,8.64,1.4,1.66,1.67,1.12,2.19
§_,8039,33.6,34.3,33.6,33.95,0.6,0.0,1493,14.82,7.36,7100,-39.98,33.6,1.42,2323,2.5,13.62,41.08,1.01,20.91,22.12,2.5,12.1,9.95,2.06,3.39
§_,4722,27.1,27.45,27.05,27.2,-0.2,41.5,16,22.47,7.35,2720,-13.65,24.03,1.04,2729,0.91,11.73,34.11,1.13,10.0,15.03,1.5,7.04,7.96,1.82,2.79
§_,2352,18.25,18.45,18.2,18.4,0.05,11.57,1995,16.63,7.34,36189,-7.63,15.48,0.54,2420,1.51,19.36,69.41,1.19,196.68,12.96,1.35,3.49,3.6,0.91,2.35
§_,4551,88.4,90.0,86.1,86.5,-2.7,37.41,503,15.82,7.34,7087,-45.0,33.15,1.03,590,2.93,13.14,63.55,2.61,8.19,29.18,6.35,19.17,14.37,1.62,4.08
§_,2356,22.6,22.8,22.2,22.6,0.0,11.59,14745,16.63,7.3,81077,2.08,15.0,0.55,2746,1.48,39.32,73.73,1.51,358.75,4.75,1.65,1.84,1.48,0.75,0.0
§_,2441,40.4,41.15,40.4,41.1,0.7,12.97,544,53.15,7.3,23380,-16.41,27.84,0.62,930,1.05,5.75,15.32,1.48,56.88,27.4,3.0,23.91,24.61,3.48,4.31
§_,6582,47.5,47.9,47.5,47.9,0.1,0.0,36,25.36,7.28,5014,0.55,30.66,1.39,5417,1.53,9.83,13.97,1.56,10.47,23.41,3.48649064,15.26,17.21,3.79,4.62
§_,2034,24.8,24.9,24.65,24.75,-0.1,10.48,304,35.73,7.27,10076,-0.76,18.87,0.49,5501,0.84,12.23,38.0,1.31,40.71,11.22,1.8,6.93,6.28,2.0,0.0
§_,8081,61.8,62.1,61.5,62.0,0.6,0.0,147,53.2,7.26,5343,-1.27,43.98,1.44,0,1.07,14.85,31.05,1.41,8.62,32.96,4.5,15.12,16.08,3.31,4.9
§_,6184,34.6,34.6,34.5,34.5,-0.1,0.0,4,30.44,7.25,5459,7.64,26.99,1.22,1889,0.97,3.35,54.51,1.28,15.82,41.4,2.5,24.54,22.34,1.08,2.14
§_,9911,36.0,36.15,35.85,36.05,0.25,0.0,78,30.44,7.21,7971,2.53,18.82,2.13,1359,0.87,6.33,29.79,1.92,22.11,34.57,2.6,13.92,15.91,2.99,4.41
§_,2104,37.05,38.9,37.05,38.9,2.45,10.63,11651,25.36,7.2,33899,1.33,34.28,0.49,0,1.48,9.61,41.79,1.13,87.14,27.21,1.8,19.96,21.88,2.84,4.64
§_,5522,35.3,35.5,34.5,34.8,-0.5,136.79,479,30.3,7.18,29073,17.33,50.15,1.11,0,1.15,8.78,47.89,0.69,83.54,21.82,2.5,14.52,13.26,0.83,0.0
§_,5388,52.2,52.9,51.7,52.3,0.1,89.33,574,36.37,7.17,12848,-34.76,27.68,1.09,1831,1.79,35.38,71.24,1.89,24.57,13.52,3.75,2.94,2.64,0.85,2.73
§_,6412,44.0,44.5,43.8,44.0,-0.2,0.0,60,14.99,7.16,17067,-24.12,18.72,1.31,720,1.53,23.65,72.93,2.35,38.79,15.4,3.10008039,6.62,4.84,1.33,4.5
§_,1338,70.0,70.3,69.7,70.0,0.0,6.88,172,11.9,7.14,5869,-35.68,76.17,0.2,506,1.68,23.56,31.67,0.92,8.38,23.22,5.0,7.32,6.83,1.01,1.31
§_,2887,13.8,13.85,13.75,13.8,0.0,16.6,10876,11.53,7.14,144020,7.9,14.45,0.75,1282,0.87,1.02,91.15,0.96,1043.62,0.0,0.54190797,0.0,38.97,0.23,2.57
§_,2493,24.55,24.6,24.45,24.55,0.05,13.81,109,14.82,7.13,2809,-0.65,19.97,0.67,2333,0.79,5.38,32.53,1.23,11.44,33.25,1.75,19.9,17.36,2.51,3.83
§_,6201,29.7,29.8,29.35,29.45,0.15,0.0,9,26.74,7.13,2627,8.27,26.04,1.24,1062,0.55,11.43,30.21,1.13,8.92,18.82,2.1,8.57,9.4,2.12,3.11
§_,6202,57.9,58.1,56.5,57.6,-0.1,0.0,1019,53.15,7.12,13027,-11.6,17.62,1.24,1868,2.15,5.57,24.07,3.27,22.62,49.36,4.1,23.27,24.17,4.64,6.79
§_,2430,19.2,19.4,19.2,19.3,-0.1,12.7,41,11.42,7.05,3232,-15.13,28.35,0.61,0,0.94,30.93,54.06,0.68,16.75,14.9,1.36,1.31,1.31,0.53,1.13
§_,2838,9.95,9.99,9.91,9.95,-0.02,16.11,885,11.53,7.04,26766,14.9,17.35,0.74,848,0.58,1.17,91.77,0.57,269.0,0.0,0.4,0.0,31.56,0.15,1.79
§_,6116,7.1,7.13,7.04,7.1,0.0,486.67,8807,72.78,7.04,22961,-24.31,13.38,1.16,0,2.04,1.27,14.81,0.53,323.39,19.24,0.5,8.54,12.86,1.03,1.22
§_,8482,99.3,100.0,99.2,99.4,0.1,0.0,80,30.45,7.04,11045,0.0,29.97,1.61,643,0.0,10.72,25.94,3.32,11.11,42.45,6.9936,26.14,27.57,7.02,11.1
§_,2357,205.0,215.0,203.0,213.5,5.5,11.62,4299,16.63,7.03,158579,-19.17,228.15,0.55,16925,1.35,138.24,50.8,0.94,74.28,12.93,15.0,2.05,4.58,1.04,2.09
§_,2397,59.1,59.8,59.1,59.8,0.7,12.2,18,16.63,7.02,6858,3.07,26.99,0.59,2263,1.64,12.02,29.72,2.22,11.47,28.46,4.2,14.49,14.98,3.35,5.22
§_,6213,43.1,44.3,43.1,44.3,-0.05,0.0,3018,14.82,7.0,13421,-29.19,24.43,1.25,2019,2.69,19.35,61.05,1.81,30.3,15.82,3.1,9.8,9.22,2.17,5.44
§_,2471,14.4,14.4,14.2,14.3,-0.1,13.37,23,16.31,6.99,676,4.3,14.81,0.64,565,0.9,3.71,33.96,0.97,4.73,37.11,1.0,9.82,12.15,1.75,2.7
§_,1522,23.15,23.3,22.9,23.0,-0.15,8.69,321,15.82,6.96,7197,-27.08,20.26,0.36,1405,1.69,13.08,69.48,1.14,31.29,21.03,1.6,2.6,-0.02,0.26,0.49
§_,2382,49.3,49.3,48.55,48.85,-0.65,12.03,5851,16.63,6.96,188689,-15.94,34.02,0.58,3044,1.18,73.2,79.98,1.44,386.26,4.39,3.4,1.57,2.15,0.91,3.53
§_,2480,38.0,38.0,37.75,37.8,-0.15,13.45,130,16.31,6.93,4020,12.77,23.75,0.66,1581,1.03,9.59,43.57,1.59,10.64,29.89,2.62,9.61,10.5,1.84,3.29
§_,2845,10.15,10.25,10.1,10.25,0.1,16.16,3263,11.53,6.93,33509,14.91,13.47,0.74,0,0.71,1.14,93.06,0.76,326.92,0.0,0.439,0.0,32.03,0.16,2.35
§_,4919,36.55,36.65,35.8,36.1,-0.45,48.27,431,53.15,6.93,7493,-41.24,17.71,1.05,1632,2.81,12.73,38.56,2.04,20.76,39.41,2.5,8.36,8.41,3.1,5.42
§_,1101,36.4,36.45,36.0,36.15,-0.2,1.0,7681,16.27,6.92,184656,12.86,33.34,-0.38,0,1.73,6.3,39.8,1.08,510.81,26.76,1.5,22.85,25.92,2.26,3.67
§_,6024,41.0,41.65,40.9,41.55,0.55,316.15,142,11.53,6.91,7331,5.46,28.02,1.15,1951,1.59,3.13,87.35,1.48,17.64,54.07,2.87,16.15,35.1,0.44,3.32
§_,9943,58.0,58.1,57.7,58.0,0.0,0.0,85,53.92,6.9,8544,18.66,26.68,0.0,0,0.68,5.08,15.31,2.17,14.73,54.93,4.0,18.38,29.98,4.03,5.09
§_,1710,25.2,25.45,25.15,25.4,0.3,9.63,2492,22.47,6.89,22497,-15.25,17.02,0.42,13026,2.1,10.11,50.76,1.49,88.57,14.29,1.75,11.36,12.01,2.32,4.29
§_,2423,21.65,21.95,21.65,21.8,0.15,12.46,103,26.7,6.88,3162,2.35,15.33,0.61,953,0.98,4.3,27.98,1.42,14.5,51.82,1.5,16.55,18.32,2.62,3.76
§_,5243,29.65,29.65,29.0,29.1,-0.3,67.1,423,72.78,6.87,5050,-31.87,33.46,1.08,583,2.15,16.95,41.49,0.87,17.35,12.63,2.0,3.59,4.89,1.13,1.85
§_,6112,29.25,29.25,29.1,29.1,-0.1,407.5,45,16.31,6.87,3237,13.41,19.27,1.16,9378,1.14,26.73,64.16,1.51,11.12,9.44,1.5,3.44,3.73,1.32,3.62
§_,9905,25.1,25.1,24.7,24.75,-0.15,0.0,148,30.42,6.87,7549,5.64,22.08,1.98,1849,0.6,6.85,27.92,1.12,30.5,14.95,1.7,8.56,8.92,1.47,2.07
§_,2383,70.0,70.3,68.7,70.1,0.1,12.03,683,14.82,6.85,22408,-27.24,35.67,0.58,2633,3.11,20.21,49.39,1.97,31.97,22.06,4.8,14.53,14.7,2.96,5.8
§_,3030,43.45,43.85,43.1,43.85,0.7,19.0,629,26.7,6.84,10358,1.91,21.77,0.84,1786,2.35,5.28,20.39,2.01,23.62,53.12,3.0,25.04,24.1,3.45,4.69
§_,3033,19.1,19.1,18.95,19.1,0.05,19.09,284,11.42,6.84,6553,9.58,16.7,0.84,14421,1.35,43.03,78.22,1.14,34.31,6.44,1.30654696,2.67,1.75,1.03,3.27
§_,2812,10.25,10.3,10.2,10.25,-0.05,15.79,2531,11.53,6.83,36136,10.69,13.45,0.73,0,0.59,1.17,93.34,0.76,352.55,0.0,0.45,0.0,32.28,0.16,2.41
§_,2324,17.4,17.7,17.35,17.6,0.25,11.35,6014,16.63,6.82,77566,-12.04,23.9,0.52,0,1.08,58.16,74.28,0.74,440.71,2.92,1.2,0.75,1.73,1.08,3.53
§_,2476,23.4,23.55,23.1,23.45,0.15,13.42,70,14.82,6.82,4337,-7.68,24.26,0.65,480,1.05,6.95,30.36,0.97,18.5,26.94,1.6,9.83,13.69,1.69,0.0
§_,6277,81.0,81.2,80.5,80.8,-0.1,0.0,159,16.62,6.81,9653,2.46,31.33,1.27,755,1.08,10.21,34.51,2.58,11.95,59.53,5.5,13.88,39.63,7.01,11.57
§_,2006,20.75,20.75,20.45,20.6,-0.2,10.23,896,35.73,6.8,20684,-15.23,23.67,0.46,0,0.96,10.99,48.36,0.87,100.41,7.63,1.4,3.13,2.56,0.59,0.95
§_,8497,45.1,45.1,44.1,44.15,-0.3,0.0,115,30.44,6.8,1613,0.0,28.42,1.62,0,0.0,17.58,30.6,1.55,3.65,26.96,3.0,7.63,8.41,2.6,3.9
§_,1215,44.4,44.4,43.9,44.2,-0.35,3.43,129,22.54,6.79,11845,-27.48,24.83,0.07,3004,1.5,20.85,54.69,1.78,26.8,12.54,3.0,5.58,5.88,1.78,3.81
§_,8499,74.0,74.6,74.0,74.5,0.5,0.0,34,30.44,6.77,3821,-23.35,30.73,1.63,610,0.0,8.49,24.6,2.42,5.13,44.13,5.04523651,29.51,35.12,5.32,7.46
§_,2421,34.35,34.65,34.05,34.05,0.05,12.44,460,14.82,6.75,8544,-31.48,15.88,0.6,0,2.91,13.13,56.12,2.14,25.09,21.61,2.3,7.59,8.68,2.41,5.48
§_,1340,19.3,19.4,19.05,19.3,0.05,6.98,314,20.15,6.74,2683,-53.37,47.21,0.21,536,1.75,3.61,4.52,0.41,13.9,14.68,0.3,4.14,7.9,0.41,0.43
§_,1310,23.3,23.9,23.3,23.8,0.5,6.14,6227,20.15,6.72,12563,12.64,14.27,0.17,0,1.47,7.4,29.81,1.67,52.79,17.18,1.6,14.05,13.67,3.82,5.54
§_,2727,84.3,84.8,81.9,81.9,-2.0,15.69,538,53.92,6.72,6305,-35.57,45.65,0.73,254,1.73,54.49,50.41,1.79,7.7,46.33,5.5,4.03,3.81,1.22,2.48
§_,1906,14.8,15.1,14.8,15.0,0.1,10.19,118,11.48,6.67,2265,-46.04,36.6,0.46,16195,2.04,2.81,22.72,0.41,15.1,3.13,1.0,1.52,0.67,0.07,0.04
§_,3005,38.2,38.2,37.45,37.6,-0.55,18.02,743,16.63,6.64,21760,-10.11,24.4,0.8,0,1.73,11.78,42.63,1.54,57.87,28.02,2.49807762,13.21,14.77,2.79,4.9
§_,3029,19.55,19.8,19.55,19.65,-0.05,18.98,223,16.31,6.61,2411,4.02,17.33,0.84,8462,2.05,14.89,43.88,1.13,12.27,9.6,1.2996398,3.94,4.49,1.69,3.09
§_,1560,53.0,53.4,52.8,53.0,0.0,9.03,232,15.82,6.6,7473,-35.91,28.83,0.38,840,1.64,9.79,34.05,1.84,14.1,28.72,3.5,14.73,15.47,2.72,4.08
§_,1303,77.3,77.6,76.8,77.5,0.5,5.62,3675,20.15,6.58,614639,5.64,48.02,0.15,2573,1.08,10.93,33.32,1.61,793.08,14.89,5.1,8.9,23.58,3.14,4.73
§_,2890,10.7,10.75,10.55,10.65,-0.05,16.88,13271,11.53,6.57,120037,17.42,12.5,0.76,1124,1.07,0.87,91.45,0.85,1127.11,0.0,0.5,0.0,24.97,0.13,1.52
§_,2347,34.0,34.15,32.9,33.55,-0.6,11.51,9864,11.42,6.56,55960,-12.79,27.55,0.54,19732,1.55,62.7,67.53,1.22,166.79,3.77,2.2,1.71,1.77,1.2,3.33
§_,2401,10.6,10.7,10.5,10.7,0.1,12.22,689,53.15,6.54,6334,-31.59,14.49,0.59,0,2.0,2.62,18.39,0.74,59.2,41.28,0.7,1.39,9.28,1.01,1.24
§_,3380,15.25,15.6,15.2,15.3,0.25,23.23,2294,36.37,6.54,6792,-32.72,18.99,0.89,0,1.99,7.26,32.75,0.81,44.4,10.58,1.0,-4.33,-3.83,-1.06,-1.53
§_,5234,69.3,69.3,68.1,68.8,-0.5,65.67,103,49.65,6.54,7067,16.04,23.87,1.08,3386,2.72,10.98,32.37,2.88,10.27,34.27,3.5,17.28,17.43,4.69,7.22
§_,5538,38.2,38.2,38.2,38.2,-0.2,176.43,1,35.73,6.54,6418,13.93,22.53,1.12,2711,1.89,13.84,49.03,1.7,16.8,15.0,2.5,8.51,8.79,2.54,4.41
§_,8114,95.3,95.5,94.8,94.8,-0.7,0.0,62,16.63,6.54,7103,-26.77,38.36,1.46,1694,1.4,32.88,78.81,2.47,7.49,32.33,6.2,7.46,14.99,2.64,11.31
§_,1326,106.5,107.5,106.0,107.5,1.5,6.68,5019,20.15,6.51,630077,10.46,66.67,0.2,0,1.59,18.45,26.82,1.61,586.12,14.39,7.0,10.79,22.79,3.62,4.98
§_,6579,74.1,74.1,72.3,73.0,-0.8,0.0,66,16.63,6.51,10840,-15.46,52.79,1.38,1999,1.44,11.1,15.78,1.38,14.85,31.04,4.75,10.25,9.42,1.5,1.9
§_,9941,89.9,91.2,89.7,90.6,0.8,0.0,491,30.44,6.51,24881,-13.32,38.88,0.0,2833,1.47,21.32,91.2,2.33,27.46,45.82,5.9,15.59,15.1,0.41,4.62
§_,2069,23.55,23.75,23.2,23.7,0.55,10.58,525,35.73,6.5,3624,3.18,24.83,0.49,3874,1.27,14.51,56.94,0.95,15.29,6.25,1.54048017,0.48,49.82,10.29,26.71
§_,3702,37.1,37.1,36.55,36.95,-0.15,27.67,3251,11.42,6.5,62041,-6.74,31.26,0.98,27799,1.01,89.55,74.91,1.18,167.91,4.32,2.4,1.95,1.5,1.14,3.37
§_,4755,40.65,40.65,39.9,40.0,-0.35,43.94,12,22.47,6.5,3628,-28.89,33.38,1.05,3598,1.85,11.38,25.14,1.2,9.07,17.55,2.6,9.28,10.61,2.21,2.99
§_,8422,169.5,170.0,169.0,169.5,0.0,0.0,113,30.44,6.49,18457,2.86,48.19,1.52,4589,0.83,7.5,18.49,3.52,10.89,62.3,11.0,47.25,46.74,4.42,5.77
§_,2538,12.35,12.5,12.3,12.35,0.0,14.24,400,30.3,6.48,5415,29.32,16.57,0.69,904,1.59,0.09,60.27,0.75,43.84,68.45,0.8,17.27,-140.94,-0.17,-0.72
§_,3010,52.3,52.5,49.9,50.9,-1.9,18.15,956,11.42,6.48,11778,-3.01,46.31,0.81,0,1.12,61.88,62.3,1.1,23.14,7.24,3.3,3.1,3.67,1.54,0.0
§_,6281,61.8,62.0,61.8,61.9,0.1,0.0,42,11.42,6.46,6139,6.12,23.94,1.29,2465,0.46,42.06,51.03,2.59,9.92,18.29,4.0,2.46,2.57,1.62,3.68
§_,4999,47.3,47.3,46.25,46.5,-0.35,61.27,255,14.82,6.45,3460,-1.75,43.85,1.07,341,0.83,7.87,20.69,1.06,7.44,35.85,3.0,22.23,28.29,2.72,3.56
§_,2509,27.9,28.1,27.55,27.95,-0.35,13.97,175,30.3,6.44,4835,48.91,17.88,0.68,0,2.05,1.67,60.85,1.56,17.3,27.57,0.4,12.11,9.65,0.48,0.83
§_,6239,69.6,70.2,68.6,69.9,0.9,0.0,1714,53.15,6.44,54462,-16.45,50.92,1.26,0,1.59,23.52,51.16,1.37,77.91,21.43,4.5,15.4,15.39,2.22,4.52
§_,1308,13.8,14.3,13.8,14.0,0.15,5.87,362,20.15,6.43,7761,-21.52,17.79,0.16,6759,1.07,2.76,33.85,0.79,55.44,2.67,0.2,-0.62,6.8,0.74,1.04
§_,2377,73.1,73.2,69.3,70.0,-2.9,11.93,10404,16.63,6.43,59140,-0.34,34.59,0.57,0,2.88,33.97,48.32,2.02,84.49,13.16,4.5,5.13,6.09,2.63,5.27
§_,2374,12.45,12.55,12.35,12.45,0.05,11.84,232,49.65,6.43,3515,-34.09,26.28,0.57,0,1.74,6.4,31.05,0.47,28.24,8.16,0.8,-10.83,-7.08,-1.2,-1.74
§_,2419,19.3,19.4,19.0,19.05,0.1,12.42,477,98.6,6.43,4267,-11.19,14.52,0.6,1948,2.13,13.39,60.61,1.31,22.4,15.17,1.22560075,2.61,3.54,0.81,1.63
§_,6206,70.5,70.5,69.5,70.0,0.0,0.0,129,16.63,6.43,10014,-9.51,29.76,1.24,0,1.21,10.85,24.07,2.35,14.31,29.91,4.5,13.56,13.29,2.74,3.83
§_,1537,148.0,148.0,147.0,148.0,0.0,8.88,97,15.82,6.42,12104,9.91,45.4,0.38,554,0.89,27.04,34.83,3.26,8.18,22.9,9.5,16.72,17.45,5.1,8.03
§_,2903,15.5,15.6,15.4,15.6,0.05,17.11,702,22.45,6.41,22104,9.86,21.14,0.77,0,1.19,6.23,61.41,0.74,141.69,52.06,1.0,5.23,4.26,0.34,0.61
§_,3044,79.5,82.3,79.4,81.9,2.4,19.63,4192,14.82,6.41,43047,-6.17,58.64,0.85,727,2.0,28.01,57.56,1.4,52.56,20.55,5.25,12.3,14.44,2.39,5.41
§_,2731,81.5,81.6,80.7,81.2,-0.3,15.69,81,53.92,6.4,5684,-14.96,30.48,0.73,3192,1.91,113.04,65.95,2.66,7.0,9.41,5.2,-0.28,0.2,0.09,0.0
§_,2114,78.6,78.6,78.1,78.2,-0.1,10.74,15,25.36,6.39,5280,-6.08,32.59,0.5,3877,0.98,7.23,14.52,2.4,6.75,34.68,5.0,26.23,26.45,3.83,4.8
§_,3617,76.5,78.7,76.5,78.3,2.0,26.29,67,26.7,6.39,6338,-16.84,53.95,0.96,0,1.18,29.09,53.67,1.45,8.1,43.36,5.0,12.36,14.04,2.75,5.89
§_,2337,18.4,19.0,18.25,18.85,0.35,11.43,35586,53.15,6.37,34695,-55.15,15.82,0.53,37566,3.57,5.46,48.9,1.19,184.06,35.35,1.00029086,17.58,19.12,3.53,6.82
§_,2511,10.15,10.3,10.1,10.2,0.1,13.98,474,30.3,6.37,16558,-10.21,14.45,0.68,891,0.99,1.5,55.52,0.71,162.33,28.33,0.65,5.79,11.05,0.57,1.07
§_,1808,55.7,55.8,55.3,55.7,0.0,10.1,270,30.3,6.35,17174,37.94,23.22,0.45,26806,1.81,11.13,66.46,2.4,30.83,20.82,3.53781015,15.57,15.07,2.3,7.22
§_,2303,10.9,11.25,10.85,11.2,0.4,11.07,88479,53.15,6.35,139152,-17.83,17.37,0.51,2016,1.96,3.23,42.96,0.64,1242.43,17.57,0.71164307,6.18,2.1,0.21,0.09
§_,6449,29.3,29.55,29.0,29.3,0.05,0.0,250,14.82,6.33,2534,-47.17,23.63,1.34,1068,3.77,5.59,47.64,1.24,8.65,29.4,1.85403145,14.77,11.25,1.35,2.23
§_,6269,79.9,80.6,79.3,79.3,0.8,0.0,4487,14.82,6.32,25217,-22.82,57.06,1.27,1216,2.5,25.73,33.28,1.39,31.8,21.36,5.01534853,14.84,16.2,3.92,5.8
§_,1817,39.0,39.0,36.35,36.5,0.2,10.12,61,39.87,6.3,2650,-14.2,22.27,0.46,393,0.86,7.91,30.22,1.64,7.26,33.6,2.3,15.84,15.62,2.63,3.7
§_,6189,28.1,28.65,28.1,28.55,0.65,0.0,374,11.42,6.3,5112,8.64,19.98,1.22,0,0.6,30.11,55.7,1.43,17.9,9.16,1.8,4.3,3.85,1.99,0.0
§_,2373,96.7,96.7,95.1,95.6,0.1,11.84,21,26.7,6.28,22581,18.53,31.99,0.56,638,1.23,16.13,49.57,2.99,23.62,43.91,6.0,9.76,15.69,2.98,5.97
§_,2408,56.7,56.9,55.5,55.9,-0.6,12.3,10285,53.15,6.28,173369,-23.56,51.52,0.59,8932,2.84,7.86,11.98,1.09,310.14,58.94,3.5087269999999995,51.01,52.81,7.24,8.39
§_,2545,24.15,24.15,23.75,23.95,-0.2,14.38,217,30.3,6.26,7849,-16.2,30.75,0.69,0,1.18,1.85,74.56,0.78,32.77,31.92,1.5,7.07,-3.43,0.11,-0.27
§_,2453,11.2,11.4,11.2,11.2,-0.05,13.06,55,16.31,6.25,1120,-23.18,17.1,0.63,0,1.8,11.24,46.71,0.65,10.0,23.82,0.7,0.29,1.63,0.51,0.87
§_,3501,51.0,51.4,50.9,51.2,-0.1,24.38,186,14.82,6.25,6055,-5.6,48.26,0.91,490,1.02,13.55,31.15,1.06,11.83,30.32,3.2,19.3,22.29,3.28,4.84
§_,3017,20.8,21.0,20.7,20.9,0.1,18.39,1792,16.63,6.22,7384,-32.34,24.01,0.81,813,2.33,21.56,70.57,0.87,35.33,12.26,1.3,3.01,3.73,0.84,2.34
§_,6442,32.6,32.9,31.9,32.15,0.65,0.0,39,98.6,6.22,2122,-19.56,31.17,1.33,640,1.59,11.63,35.6,1.03,6.6,19.67,2.0,6.61,10.39,2.12,3.33
§_,2834,10.75,10.8,10.65,10.75,0.0,15.9,18184,11.53,6.21,68734,36.59,13.08,0.74,1524,0.91,1.23,94.83,0.82,639.39,0.0,0.268,0.0,30.86,0.13,2.54
§_,3050,9.85,9.97,9.66,9.66,-0.11,19.85,272,49.65,6.21,1410,-10.56,15.07,0.86,0,2.44,1.33,23.36,0.64,14.6,24.75,0.6,0.77,17.96,1.29,1.64
§_,5434,67.9,68.0,67.3,67.6,0.3,90.31,690,11.42,6.21,12283,-11.99,45.46,1.09,8264,1.48,41.07,49.3,1.49,18.17,12.63,4.2,6.23,7.07,2.48,0.0
§_,3036,40.2,40.4,40.15,40.3,0.35,19.3,2167,11.42,6.2,22269,-5.62,38.15,0.84,48083,0.86,153.41,78.86,1.06,55.26,3.65,2.5,2.01,1.48,1.45,4.81
§_,8467,24.6,24.75,24.2,24.2,-0.55,0.0,36,30.44,6.2,1231,-20.89,28.1,1.58,350,1.64,9.18,32.29,0.86,5.09,29.58,1.5,12.89,20.67,3.75,5.56
§_,2477,20.2,21.15,20.2,21.0,0.8,13.42,393,26.7,6.19,4163,-15.25,15.17,0.65,492,2.49,5.13,41.75,1.38,19.82,22.41,1.3,9.06,12.18,1.62,2.75
§_,3130,153.5,155.0,153.5,155.0,1.0,20.95,2,16.31,6.19,5145,0.6,43.31,0.87,0,0.88,12.48,35.6,3.58,3.32,90.92,9.60028922,23.16,24.93,3.47,5.9
§_,2355,35.65,36.5,35.4,36.5,1.0,11.59,866,14.82,6.16,14509,-33.42,38.25,0.55,530,1.87,12.49,34.6,0.95,39.75,11.22,2.25,5.07,11.49,2.08,3.18
§_,2630,20.2,20.3,20.05,20.3,0.0,15.18,24,22.46,6.16,2481,0.0,13.71,0.71,773,0.0,6.48,48.17,1.48,12.22,7.98,1.25,-0.15,0.03,0.24,0.01
§_,4104,45.4,45.55,45.15,45.35,0.0,30.5,111,38.85,6.16,5811,6.91,52.39,0.99,2603,0.9,12.43,40.7,0.87,12.81,18.21,2.79329813,6.71,10.5,0.99,1.68
§_,8478,34.2,34.7,33.6,33.6,-1.15,0.0,138,30.44,6.15,3127,-53.84,26.34,1.59,420,0.0,2.56,52.97,1.28,9.31,14.57,2.06691573,-65.62,-64.86,-2.92,-6.08
§_,2313,19.1,19.65,19.1,19.55,0.45,11.24,15849,14.82,6.14,23300,-47.05,19.3,0.52,764,3.1,12.36,58.83,1.01,119.18,14.59,1.2,10.3,9.43,1.95,4.33
§_,3090,52.0,52.4,51.2,52.1,0.6,20.87,2665,15.15,6.14,9308,61.95,25.36,0.87,7141,3.41,17.39,46.63,2.05,17.87,31.52,2.5,21.33,21.2,5.7,10.66
§_,2488,31.25,31.35,30.75,31.0,-0.25,13.73,116,26.7,6.13,2480,10.09,24.25,0.67,755,1.72,10.61,53.61,1.28,8.0,24.11,1.9,13.81,17.91,2.71,5.85
§_,3167,41.1,41.15,40.65,40.8,-0.4,21.62,138,15.82,6.13,3269,-17.38,23.33,0.87,1989,2.08,13.36,61.44,1.75,8.01,30.52,2.5,15.11,13.99,2.44,6.04
